"Plant_species","Pollinator_species","Interaction","Id","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","Species"
"Desmodium bracteosum","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium cuspidatum","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_compatible","skogen 2008","thesis: declining desmodium cuspidatum. Multiple approaches to a unique conservaton problem","NA","NA","flower","no","NA","no","pink","papilionaceous","zygomorphic","8","NA","NA","8","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.3","0.9","0.6","NA; farnsworth & ogurcak 2008","online: https://www.minnesotawildflowers.info; journal: american journal of botany","NA","https://doi.org/10.3732/ajb.0800013","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium cuspidatum"
"Desmodium canadense","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium canadense","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","NA","online: https://cropgenebank.sgrp.cgiar.org/","NA","NA","flower","yes","apomictic","yes","purple","papilionaceous","zygomorphic","11","NA","NA","11","9","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.7","2","1.35","NA","online: https://cropgenebank.sgrp.cgiar.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium canadense"
"Desmodium canescens","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium canescens","NA","bisexual","hermaphrodite","NA","high","quantitative","90","NA","20","self_compatible","williams 1977","thesis: biosystematic study of a desmodium complex","NA","NA","flower","NA","NA","no","pink","papilionaceous","zygomorphic","10","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.6","1.5","1.05","williams 1977; NA; yatskievych 2000","thesis: biosistematic study of a desmodium complex; online: https://gobotany.newenglandwild.org; book: field guide to indiana wild flowers","NA","NA","ISBN: 025333828X","NA","NA","fruit","95","20","NA","NA","NA","NA","90","20","NA","NA","0","20","Desmodium canescens"
"Desmodium dillenii","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium dillenii","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","NA","online: https://cropgenebank.sgrp.cgiar.org/","NA","NA","flower","NA","NA","NA","pink","papilionaceous","zygomorphic","7","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","1","0.5","wulff 1986; NA","journal: journal of ecology; online: http://www.missouriplants.com","https://doi.org/10.2307/2260350","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium dillenii"
"Desmodium grandiflorum","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium grandiflorum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","NA","NA","NA","pink","papilionaceous","zygomorphic","4.5","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","1","0.5","NA","online: https://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium grandiflorum"
"Desmodium illinoense","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium illinoense","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","NA","NA","NA","pink","papilionaceous","zygomorphic","8","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","1","2","1.5","williams 1977; rabeler 1988","thesis: biosistematic study of a desmodium complex; book: gleason s plants of michigan","NA","ISBN: 0472032461","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium illinoense"
"Desmodium marilandicum","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium marilandicum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","NA","NA","NA","blue","papilionaceous","zygomorphic","2","NA","NA","5","4","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.6","1.5","1.05","NA","online: http://www.missouriplants.com/","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium marilandicum"
"Desmodium paniculatum","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium paniculatum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","no","NA","NA","purple","papilionaceous","zygomorphic","6","NA","NA","6","NA","NA","NA","2","NA","NA","NA","NA","5","NA","NA","NA","NA","herb","perennial","0.6","1.05","0.85","NA, NA","online: http://www.missouriplants.com/; online: http://w3.biosci.utexas.edu/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium paniculatum"
"Desmodium sessilifolium","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Desmodium","Desmodium sessilifolium","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","pink","papilionaceous","zygomorphic","4.3","NA","NA","6","NA","NA","NA","1","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.6","1.5","1.05","yatskievych 2000; NA; NA","book: field guide to indiana wildflowers; online: http://www.illinoiswildflowers.info; online: http://w3.biosci.utexas.edu/ *style length, ovule number*","ISBN: 025333828X","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Desmodium sessilifolium"
"Dianthera americana","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Lamiales","Acanthaceae","Justicia","Justicia americana","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","rhizomes","NA","pink","tube","zygomorphic","19","NA","NA","9.5","NA","NA","NA","9","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","perennial","0.3","0.9","0.6","NA; NA; NA","online: https://www.illinoiswildflowers.info; online: https://www.wildflower.org; online: http://www.missouriplants.com/ *style length, ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Justicia americana"
"Dicentra cucullaria","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ranunculales","Papaveraceae","Dicentra","Dicentra cucullaria","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","schlotman 2011","thesis: the effects of forest fragmentation on the reproductive success of spring ephemeral wildflower nd their pollinators","NA","NA","flower","yes","bulbils","no","white","tube","zygomorphic","15","NA","NA","17.5","10","25","NA","3","2","4","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.1","0.3","0.2","macior 1970; NA; NA","journal: american journal of botany; online: https://gobotany.newenglandwild.org; online: http://iowaplants.com","10.2307/2440374","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Dicentra cucullaria"
"Diospyros virginiana","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ericales","Ebenaceae","Diospyros","Diospyros virginiana","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","no","green_white","campanulate","actinomorphic","11","6","16","12","8","16","NA","1","NA","NA","NA","NA","8","NA","NA","NA","NA","tree","perennial","NA","15","7.5","NA; NA; NA; quinnett 1982; NA; NA","online: https://www.illinoiswildflowers.info; online: http://www.worldagroforestry.org; online: https://www.backyardnature.net (picture); thesis: diospyros virginiana: the american persimmon; online: http://www.kollarnursery.com/ *ovule number","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Diospyros virginiana"
"Dipsacus sylvestris","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus fullonum","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","self_compatible","rector et al., 2005","journal: biological control"," https://doi.org/10.1016/j.biocontrol.2005.09.010 ","NA","flower","NA","NA","NA","purple","funnelform","actinomorphic","0.3","NA","NA","12.5","10","15","NA","3.5","3","4","NA","NA","1","NA","NA","NA","NA","herb","biennial","NA","2","1","NA; NA; werner 1975; NA","online: https://www.cabi.org; online: http://linnet.geog.ubc.ca; journal: canadian journal of plant science; online: http://www.herbmedit.org/ *style length based on a close relative*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Dipsacus fullonum"
"Dirca palustris","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Malvales","Thymelaeaceae","Dirca","Dirca palustris","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","self_compatible","williams 2004","journal: plant species biology"," https://doi.org/10.1111/j.1442-1984.2004.00106.x ","NA","flower","yes","rhizomes","NA","white_yellow","tube","actinomorphic","2.15","NA","NA","9.5","9","10","9.5","10","NA","NA","NA","NA","1","NA","NA","NA","NA","shrub","perennial","NA","2","1","NA; williams 2004; peterson & graves 2011; NA","online: http://www.missouriplants.com *style length*; journal: plant species biology; journal:castanea","NA","https://doi.org/10.1111/j.1442-1984.2004.00106.x","https://doi.org/10.2179/10-041.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Dirca palustris"
"Dodecatheon meadia","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Echinocystis lobata","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Cucurbitales","Cucurbitaceae","Echinocystis","Echinocystis lobata","NA","separated","monoecious","NA","none","quantitative","0","0","NA","monoecious","silvertown 1985","journal: journal of ecology"," https://doi.org/10.2307/2260151 ","NA","flower","no","NA","NA","green_white","bowl","actinomorphic","12.5","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","6","NA","NA","NA","NA","vine","annual","NA","8","4","silvertown 1985; NA","journal: journal of ecology; online: http://www.naturemanitoba.ca/","https://doi.org/10.2307/2260151","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Echinocystis lobata"
"Ellisia nyctelaea","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Boraginales","Boraginaceae","Ellisia","Ellisia nyctelea","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","tube","actinomorphic","5","NA","NA","7","NA","NA","7","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","herb","annual","0.1","0.3","0.2","NA; NA","online: https://www.saskwildflower.ca; online: http://sweetgum.nybg.org/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Ellisia nyctelea"
"Erechthites hieracifolia","Spallanzania hesperidarum",1,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erechtites","Erechtites hieracifolia","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","pink","capitulum","actinomorphic","8.5","5","12","25.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.6","2.4","1.5","NA; NA","online: https://gobotany.newenglandwild.org; online: http://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erechtites hieracifolia"
"Erigenia bulbosa","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Apiales","Apiaceae","Erigenia","Erigenia bulbosa","NA","bisexual","hermaphrodite","protogynous","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","7","NA","NA","2.6","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","perennial","NA","0.15","7.4999999999999997E-2","NA; NA","online: http://www.missouriplants.com *ovule number*; online: https://www.discoverlife.org (picture)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigenia bulbosa"
"Erigeron annuus","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erigeron","Erigeron annuus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","yurukova-grancharova, jankova & vladimirov 2013","journal: biologuie","10.7546/CR-2013-66-2-13101331-6","self_compatible","capitulum","yes","apomixis","yes","white_yellow","capitulum","actinomorphic","20","NA","NA","4.75","NA","NA","NA","2.2000000000000002","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual","0.6","1.5","1.05","NA; yurukova-grancharova, jankova & vladimirov 2013; stratton 1991; NA; ghandi, thomas & hatch 1989","online: https://www.minnesotawildflowers.info; journal: biologuie; journal: american journal of botany; online: https://www.discoverlife.org; book: asteraceae of louisiana","NA","10.7546/CR-2013-66-2-13101331-6","10.2307/2445093","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigeron annuus"
"Erigeron canadensis","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erigeron","Erigeron canadensis","NA","bisexual","hermaphrodite","NA","high","qualitative","NA","NA","NA","self_compatible","NA","NA","NA","NA","capitulum","NA","NA","NA","white_yellow","capitulum","actinomorphic","3.25","2.5","4","3.5","3","4","NA","2.25","2","2.5","NA","NA","NA","NA","NA","NA","NA","herb","annual","NA","1.5","0.75","NA; dauer, mortensen & humston 2006; NA; weaver 2001; NA","online: https://keys.lucidcentral.org; weed science; online: http://flora-emslandia.com; journal: canadian journal of plant science; online: http://w3.biosci.utexas.edu/ *style length*","NA","https://doi.org/10.1614/ws-05-017r3.1","NA","https://doi.org/10.4141/p00-196","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigeron canadensis"
"Erigeron philadelphicus","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erigeron","Erigeron philadelphicus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","yes","rhizomes","NA","pink_yellow","capitulum","actinomorphic","35","NA","NA","2.85","NA","NA","NA","1.9","1","2.8","NA","NA","400","NA","NA","NA","NA","herb","biennial_short_lived_perennial","0.2","0.7","0.45","NA; NA; NA","online: https://wikis.evergreen.edu; online: http://ucjeps.berkeley.edu/; online: http://w3.biosci.utexas.edu/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigeron philadelphicus"
"Erigeron pulchellus","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erigeron","Erigeron pulchellus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white_yellow","capitulum","actinomorphic","27.5","20","35","6","NA","NA","NA","4.7","4.2","5.2","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","0.6","0.3","yatskievych 2000; NA","book: field guide to indiana wildflowers; book: asteraceae of louisiana *style length*","ISBN: 025333828X","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigeron pulchellus"
"Erigeron ramosus","Spallanzania hesperidarum",0,"25_metaweb_robertson_1929.csv","robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Erigeron","Erigeron divergens","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","no","NA","yes","white_yellow","capitulum","actinomorphic","24","NA","NA","2.1","1.8","2.2999999999999998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","short_lived_perennial","0.3","0.9","0.6","NA","online: http://www.efloras.org","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Erigeron divergens"
